2016/1/11 10:46:52: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/11 10:47:37: 任务号:0,0; 低位指令代码:3; 高位指令代码:128; 函数模式:132; 堆垛机模式:128; 动作点:1; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/11 10:48:21: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:43; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/11 10:48:27: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:43; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/11 10:50:29: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/11 10:50:51: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:43; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/11 10:51:10: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:43; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/11 10:52:10: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/11 10:52:22: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:43; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/11 10:53:21: 任务号:0,0; 低位指令代码:1; 高位指令代码:130; 函数模式:132; 堆垛机模式:130; 动作点:1; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/11 10:53:25: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/11 10:53:28: 任务号:0,0; 低位指令代码:1; 高位指令代码:130; 函数模式:132; 堆垛机模式:130; 动作点:1; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/11 10:53:34: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/11 10:54:06: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:43; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/11 10:54:31: 任务号:0,0; 低位指令代码:1; 高位指令代码:130; 函数模式:132; 堆垛机模式:130; 动作点:1; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/11 10:54:40: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/11 10:55:25: 任务号:0,0; 低位指令代码:3; 高位指令代码:128; 函数模式:132; 堆垛机模式:128; 动作点:1; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/11 11:01:53: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/11 11:02:02: 任务号:0,0; 低位指令代码:1; 高位指令代码:130; 函数模式:132; 堆垛机模式:130; 动作点:1; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/11 11:02:57: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:43; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/11 11:03:00: 任务号:0,1; 低位指令代码:2; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/11 11:03:07: 任务号:2,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:2; 高度:3; 深度:83
2016/1/11 11:03:10: 任务号:3,6; 低位指令代码:15; 高位指令代码:1; 函数模式:3; 堆垛机模式:1; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/11 11:03:16: 任务号:0,1; 低位指令代码:2; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/11 11:04:26: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:43; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/11 11:04:41: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:43; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/11 11:16:06: 任务号:8,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/11 15:30:54: 任务号:0,0; 低位指令代码:16; 高位指令代码:128; 函数模式:128; 堆垛机模式:128; 动作点:1; 巷道:10; 行:2; 列:3; 列前后:2; 高度:2; 深度:2
