2016/1/6 10:03:59: 任务号:110,125; 低位指令代码:112; 高位指令代码:128; 函数模式:128; 堆垛机模式:128; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:04:12: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/6 10:04:19: 任务号:110,125; 低位指令代码:112; 高位指令代码:128; 函数模式:128; 堆垛机模式:128; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:08:07: 任务号:110,125; 低位指令代码:112; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:08:10: 任务号:110,125; 低位指令代码:112; 高位指令代码:1; 函数模式:1; 堆垛机模式:1; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:08:16: 任务号:110,125; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:09:16: 任务号:110,125; 低位指令代码:112; 高位指令代码:129; 函数模式:145; 堆垛机模式:129; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:11:07: 任务号:110,125; 低位指令代码:112; 高位指令代码:128; 函数模式:144; 堆垛机模式:128; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:11:13: 任务号:110,125; 低位指令代码:112; 高位指令代码:129; 函数模式:144; 堆垛机模式:129; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:11:16: 任务号:110,125; 低位指令代码:112; 高位指令代码:128; 函数模式:144; 堆垛机模式:128; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:12:13: 任务号:110,125; 低位指令代码:123; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:12:16: 任务号:110,125; 低位指令代码:123; 高位指令代码:128; 函数模式:128; 堆垛机模式:128; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:12:23: 任务号:110,125; 低位指令代码:123; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:12:45: 任务号:110,125; 低位指令代码:123; 高位指令代码:1; 函数模式:1; 堆垛机模式:1; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:12:51: 任务号:110,125; 低位指令代码:123; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:48:15: 任务号:119,213; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:48:24: 任务号:119,213; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:6; 巷道:5; 行:1; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/6 10:48:27: 任务号:119,213; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:6; 巷道:5; 行:1; 列:1; 列前后:1; 高度:1; 深度:2
2016/1/6 10:48:30: 任务号:119,213; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:6; 巷道:5; 行:1; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/6 10:48:34: 任务号:119,213; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:48:37: 任务号:119,213; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:48:40: 任务号:119,213; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:5; 行:0; 列:2; 列前后:1; 高度:1; 深度:0
2016/1/6 10:48:43: 任务号:119,213; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:5; 行:0; 列:3; 列前后:2; 高度:2; 深度:0
2016/1/6 10:48:46: 任务号:119,213; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:5; 行:0; 列:3; 列前后:3; 高度:2; 深度:0
2016/1/6 10:48:49: 任务号:119,213; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:5; 行:1; 列:3; 列前后:3; 高度:2; 深度:1
2016/1/6 10:48:52: 任务号:119,213; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:5; 行:1; 列:3; 列前后:3; 高度:2; 深度:2
2016/1/6 10:48:59: 任务号:119,213; 低位指令代码:137; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:5; 行:0; 列:3; 列前后:3; 高度:2; 深度:0
2016/1/6 10:50:24: 任务号:119,214; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:5; 行:0; 列:3; 列前后:3; 高度:2; 深度:0
2016/1/6 10:50:27: 任务号:119,214; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:5; 行:0; 列:3; 列前后:1; 高度:1; 深度:0
2016/1/6 10:50:30: 任务号:119,214; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:5; 行:0; 列:2; 列前后:1; 高度:1; 深度:0
2016/1/6 10:50:33: 任务号:119,214; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:6; 巷道:5; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 10:50:36: 任务号:119,214; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:6; 巷道:5; 行:1; 列:1; 列前后:1; 高度:1; 深度:2
2016/1/6 10:50:43: 任务号:119,214; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:6; 巷道:5; 行:1; 列:1; 列前后:1; 高度:1; 深度:1
