2015/12/30 9:33:40: 任务号:0,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/30 9:45:03: 任务号:0,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/30 10:23:35: 任务号:0,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/30 10:46:20: 任务号:106,195; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2015/12/30 10:46:23: 任务号:106,195; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:2
2015/12/30 10:46:27: 任务号:106,195; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2015/12/30 10:46:30: 任务号:106,195; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/30 10:46:34: 任务号:106,195; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/30 10:46:38: 任务号:106,195; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:3; 高度:2; 深度:0
2015/12/30 10:46:41: 任务号:106,195; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:4; 列前后:2; 高度:4; 深度:0
2015/12/30 10:46:45: 任务号:106,195; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:7; 列前后:1; 高度:5; 深度:0
2015/12/30 10:46:48: 任务号:106,195; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:10; 列前后:2; 高度:7; 深度:0
2015/12/30 10:46:52: 任务号:106,195; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:12; 列前后:3; 高度:7; 深度:0
2015/12/30 10:46:55: 任务号:106,195; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:13; 列前后:1; 高度:7; 深度:0
2015/12/30 10:46:58: 任务号:106,195; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:1; 列:13; 列前后:1; 高度:7; 深度:1
2015/12/30 10:47:02: 任务号:106,195; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:1; 列:13; 列前后:1; 高度:7; 深度:2
2015/12/30 10:47:09: 任务号:106,195; 低位指令代码:137; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:13; 列前后:1; 高度:7; 深度:0
2015/12/30 10:47:19: 任务号:106,196; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:12; 列前后:3; 高度:6; 深度:0
2015/12/30 10:47:22: 任务号:106,196; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:11; 列前后:2; 高度:4; 深度:0
2015/12/30 10:47:26: 任务号:106,196; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:9; 列前后:1; 高度:2; 深度:0
2015/12/30 10:47:29: 任务号:106,196; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:6; 列前后:1; 高度:1; 深度:0
2015/12/30 10:47:33: 任务号:106,196; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:4; 列前后:1; 高度:1; 深度:0
2015/12/30 10:47:36: 任务号:106,196; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:2; 高度:1; 深度:0
2015/12/30 10:47:40: 任务号:106,196; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/30 10:47:43: 任务号:106,196; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2015/12/30 10:47:46: 任务号:106,196; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:2
2015/12/30 10:47:50: 任务号:106,196; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2015/12/30 10:47:53: 任务号:106,196; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/30 10:47:56: 任务号:106,196; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/30 10:47:59: 任务号:106,196; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:2; 高度:2; 深度:0
2015/12/30 10:48:03: 任务号:106,196; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:4; 列前后:1; 高度:4; 深度:0
2015/12/30 10:48:06: 任务号:106,196; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:6; 列前后:3; 高度:5; 深度:0
2015/12/30 10:48:09: 任务号:106,196; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:9; 列前后:2; 高度:7; 深度:0
2015/12/30 10:48:13: 任务号:106,196; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:12; 列前后:1; 高度:7; 深度:0
2015/12/30 10:48:16: 任务号:106,196; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:13; 列前后:1; 高度:7; 深度:0
2015/12/30 10:48:24: 任务号:106,196; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:2; 列:13; 列前后:1; 高度:7; 深度:2
2015/12/30 10:48:30: 任务号:106,196; 低位指令代码:137; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:13; 列前后:1; 高度:7; 深度:0
2015/12/30 10:48:41: 任务号:106,197; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:12; 列前后:3; 高度:6; 深度:0
2015/12/30 10:48:44: 任务号:106,197; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:11; 列前后:3; 高度:4; 深度:0
2015/12/30 10:48:48: 任务号:106,197; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:8; 列前后:3; 高度:2; 深度:0
2015/12/30 10:48:51: 任务号:106,197; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:6; 列前后:2; 高度:1; 深度:0
2015/12/30 10:48:55: 任务号:106,197; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:3; 列前后:3; 高度:1; 深度:0
2015/12/30 10:48:58: 任务号:106,197; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:2; 高度:1; 深度:0
2015/12/30 10:49:01: 任务号:106,197; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/30 10:49:05: 任务号:106,197; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2015/12/30 10:49:08: 任务号:106,197; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:2
2015/12/30 10:49:12: 任务号:106,197; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2015/12/30 10:49:15: 任务号:106,197; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/30 10:49:22: 任务号:106,197; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:2; 高度:2; 深度:0
2015/12/30 10:49:25: 任务号:106,197; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:4; 列前后:1; 高度:3; 深度:0
2015/12/30 10:49:29: 任务号:106,197; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:6; 列前后:2; 高度:5; 深度:0
