2015/12/29 10:02:40: Break:  连接失败！
2015/12/29 10:03:29: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/29 10:04:02: Break: 远程主机强迫关闭了一个现有的连接。
2015/12/29 10:10:16: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/29 10:41:40: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/29 10:59:43: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/29 12:41:04: Break:  连接失败！
2015/12/29 12:41:24: Break:  连接失败！
2015/12/29 12:45:55: Break:  连接失败！
2015/12/29 12:46:15: Break:  连接失败！
2015/12/29 12:49:08: 任务号:104,142; 低位指令代码:112; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:0; 巷道:1; 行:0; 列:2; 列前后:0; 高度:2; 深度:1
2015/12/29 12:49:12: 任务号:104,142; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:0; 巷道:1; 行:0; 列:2; 列前后:0; 高度:2; 深度:1
2015/12/29 12:49:15: 任务号:104,142; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:0; 巷道:1; 行:0; 列:2; 列前后:0; 高度:2; 深度:1
2015/12/29 12:49:19: 任务号:104,142; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:0; 巷道:1; 行:0; 列:2; 列前后:0; 高度:2; 深度:1
2015/12/29 12:49:23: 任务号:104,142; 低位指令代码:128; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:0; 巷道:1; 行:0; 列:2; 列前后:0; 高度:2; 深度:1
2015/12/29 12:49:26: 任务号:104,142; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:0; 巷道:1; 行:0; 列:2; 列前后:0; 高度:2; 深度:1
2015/12/29 12:49:29: 任务号:104,142; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:0; 巷道:1; 行:0; 列:2; 列前后:0; 高度:2; 深度:1
