2015/12/22 14:24:39: 任务号:0,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/22 15:01:06: 任务号:89,216; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/22 15:01:09: 任务号:89,216; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2015/12/22 15:01:13: 任务号:89,216; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:2
2015/12/22 15:01:16: 任务号:89,216; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2015/12/22 15:01:20: 任务号:89,216; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/22 15:03:41: 任务号:8,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/22 15:03:48: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:8; 巷道:0; 行:8; 列:1; 列前后:1; 高度:1; 深度:83
2015/12/22 15:03:51: 任务号:3,6; 低位指令代码:15; 高位指令代码:121; 函数模式:3; 堆垛机模式:121; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2015/12/22 15:03:55: 任务号:89,216; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/22 15:03:58: 任务号:8,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/22 15:04:05: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:8; 巷道:0; 行:8; 列:1; 列前后:1; 高度:1; 深度:83
2015/12/22 15:04:08: 任务号:3,6; 低位指令代码:15; 高位指令代码:121; 函数模式:3; 堆垛机模式:121; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2015/12/22 15:04:12: 任务号:89,216; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/22 15:04:15: 任务号:8,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/22 15:04:22: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:8; 巷道:0; 行:8; 列:1; 列前后:1; 高度:1; 深度:83
2015/12/22 15:04:26: 任务号:3,6; 低位指令代码:15; 高位指令代码:121; 函数模式:3; 堆垛机模式:121; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2015/12/22 15:04:29: 任务号:89,216; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/22 15:05:20: 任务号:8,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/22 15:05:27: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:8; 巷道:0; 行:8; 列:1; 列前后:1; 高度:1; 深度:83
2015/12/22 15:05:30: 任务号:3,6; 低位指令代码:15; 高位指令代码:121; 函数模式:3; 堆垛机模式:121; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2015/12/22 15:05:37: 任务号:89,216; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/22 15:06:44: 任务号:89,216; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/22 15:07:01: 任务号:8,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/22 15:08:09: 任务号:89,216; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:11; 巷道:10; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/22 15:08:26: 任务号:89,216; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:1; 高度:1; 深度:0
2015/12/22 15:08:30: 任务号:5,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/22 15:08:36: 任务号:89,216; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:2; 列:2; 列前后:1; 高度:1; 深度:2
2015/12/22 15:08:43: 任务号:89,216; 低位指令代码:137; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:1; 高度:1; 深度:0
2015/12/22 15:10:39: 任务号:89,216; 低位指令代码:137; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:1; 高度:1; 深度:0
2015/12/22 15:10:52: 任务号:8,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/22 15:34:37: 任务号:8,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/22 17:10:48: 任务号:90,176; 低位指令代码:114; 高位指令代码:129; 函数模式:145; 堆垛机模式:129; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:1; 高度:1; 深度:0
2015/12/22 17:12:52: 任务号:90,176; 低位指令代码:114; 高位指令代码:128; 函数模式:144; 堆垛机模式:128; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:1; 高度:1; 深度:0
2015/12/22 17:13:19: 任务号:90,176; 低位指令代码:114; 高位指令代码:129; 函数模式:145; 堆垛机模式:129; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:1; 高度:1; 深度:0
2015/12/22 17:18:28: 任务号:39,17; 低位指令代码:114; 高位指令代码:129; 函数模式:145; 堆垛机模式:129; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:1; 高度:1; 深度:0
2015/12/22 17:19:25: 任务号:39,17; 低位指令代码:114; 高位指令代码:128; 函数模式:144; 堆垛机模式:128; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:1; 高度:1; 深度:0
2015/12/22 17:20:15: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:10; 行:2; 列:2; 列前后:1; 高度:1; 深度:1
2015/12/22 17:22:22: 任务号:39,17; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:10; 行:2; 列:2; 列前后:1; 高度:1; 深度:1
