2016/1/6 10:04:12: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/6 11:19:21: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/6 14:13:43: 任务号:0,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/6 14:15:36: 任务号:39,23; 低位指令代码:124; 高位指令代码:129; 函数模式:145; 堆垛机模式:129; 动作点:8; 巷道:7; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 14:16:07: 任务号:39,23; 低位指令代码:124; 高位指令代码:128; 函数模式:144; 堆垛机模式:128; 动作点:8; 巷道:7; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 14:17:10: 任务号:39,23; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:8; 巷道:7; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 14:17:13: 任务号:39,23; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:8; 巷道:7; 行:1; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/6 14:17:17: 任务号:39,23; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:8; 巷道:7; 行:1; 列:1; 列前后:1; 高度:1; 深度:2
2016/1/6 14:17:20: 任务号:39,23; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:8; 巷道:7; 行:1; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/6 14:17:23: 任务号:39,23; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:8; 巷道:7; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 14:18:01: 任务号:8,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/6 14:18:04: 任务号:39,23; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:8; 巷道:7; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 14:18:26: 任务号:39,17; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:7; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 14:18:29: 任务号:39,17; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:7; 行:0; 列:2; 列前后:3; 高度:2; 深度:0
2016/1/6 14:18:32: 任务号:39,17; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:7; 行:0; 列:4; 列前后:3; 高度:4; 深度:0
2016/1/6 14:18:35: 任务号:39,17; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:7; 行:0; 列:7; 列前后:1; 高度:5; 深度:0
2016/1/6 14:18:38: 任务号:39,17; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:7; 行:0; 列:8; 列前后:1; 高度:6; 深度:0
2016/1/6 14:18:41: 任务号:39,17; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:7; 行:0; 列:8; 列前后:3; 高度:6; 深度:0
2016/1/6 14:18:45: 任务号:39,17; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:7; 行:2; 列:8; 列前后:3; 高度:6; 深度:1
2016/1/6 14:18:48: 任务号:39,17; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:7; 行:2; 列:8; 列前后:3; 高度:6; 深度:2
2016/1/6 14:18:54: 任务号:39,17; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:7; 行:2; 列:8; 列前后:3; 高度:6; 深度:1
2016/1/6 14:18:57: 任务号:39,17; 低位指令代码:137; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:7; 行:0; 列:8; 列前后:3; 高度:6; 深度:0
2016/1/6 14:20:39: 任务号:8,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/6 14:21:23: 任务号:39,17; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:7; 行:0; 列:8; 列前后:3; 高度:6; 深度:0
2016/1/6 14:21:26: 任务号:39,17; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:7; 行:0; 列:7; 列前后:3; 高度:4; 深度:0
2016/1/6 14:21:30: 任务号:39,17; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:7; 行:0; 列:6; 列前后:1; 高度:2; 深度:0
