2015/12/30 9:33:28: Break:  连接失败！
2015/12/30 9:45:03: 任务号:8,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/30 10:23:35: 任务号:0,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/30 14:41:34: 任务号:0,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/30 15:02:47: Break: SendData Fail!
2015/12/30 15:03:53: Break: SendData Fail!
2015/12/30 15:18:12: Break: SendData Fail!
2015/12/30 15:18:33: 任务号:109,221; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:13; 巷道:12; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2015/12/30 15:18:36: 任务号:109,221; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:13; 巷道:12; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/30 15:18:40: 任务号:109,221; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:12; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/30 15:18:44: 任务号:109,221; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:12; 行:0; 列:2; 列前后:2; 高度:2; 深度:0
2015/12/30 15:18:47: 任务号:109,221; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:12; 行:0; 列:4; 列前后:2; 高度:4; 深度:0
2015/12/30 15:18:50: 任务号:109,221; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:12; 行:0; 列:7; 列前后:1; 高度:5; 深度:0
2015/12/30 15:18:54: 任务号:109,221; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:12; 行:0; 列:9; 列前后:2; 高度:8; 深度:0
2015/12/30 15:18:57: 任务号:109,221; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:12; 行:0; 列:10; 列前后:1; 高度:9; 深度:0
2015/12/30 15:19:00: 任务号:109,221; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:12; 行:0; 列:10; 列前后:1; 高度:11; 深度:0
2015/12/30 15:19:04: 任务号:109,221; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:12; 行:1; 列:10; 列前后:1; 高度:11; 深度:1
2015/12/30 15:19:07: 任务号:109,221; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:12; 行:1; 列:10; 列前后:1; 高度:11; 深度:2
2015/12/30 15:19:14: 任务号:109,221; 低位指令代码:137; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:12; 行:0; 列:10; 列前后:1; 高度:11; 深度:0
2015/12/30 15:19:31: 任务号:109,238; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:12; 行:0; 列:9; 列前后:3; 高度:10; 深度:0
2015/12/30 15:19:34: 任务号:109,238; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:12; 行:0; 列:8; 列前后:2; 高度:8; 深度:0
2015/12/30 15:19:37: 任务号:109,238; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:12; 行:0; 列:6; 列前后:3; 高度:6; 深度:0
