2015/12/12 13:37:11: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/12 13:39:37: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:1; 列前后:1; 高度:2; 深度:0
2015/12/12 13:39:57: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:1; 列前后:1; 高度:3; 深度:0
2015/12/12 13:40:20: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:1; 列前后:1; 高度:4; 深度:0
2015/12/12 13:40:43: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:1; 列前后:1; 高度:5; 深度:0
2015/12/12 13:41:23: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:1; 列前后:1; 高度:6; 深度:0
2015/12/12 13:41:46: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:1; 列前后:1; 高度:7; 深度:0
2015/12/12 13:42:05: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:1; 列前后:1; 高度:8; 深度:0
2015/12/12 13:42:28: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:1; 列前后:1; 高度:9; 深度:0
2015/12/12 13:42:51: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:1; 列前后:1; 高度:10; 深度:0
2015/12/12 13:43:04: Break: 远程主机强迫关闭了一个现有的连接。
2015/12/12 13:43:04: Break: SendData Fail!
2015/12/12 13:55:48: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/12 14:03:33: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/12 14:11:21: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:4; 列前后:2; 高度:1; 深度:0
2015/12/12 14:11:34: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:4; 列前后:3; 高度:1; 深度:0
2015/12/12 14:11:44: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:5; 列前后:1; 高度:1; 深度:0
2015/12/12 14:11:47: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:5; 列前后:2; 高度:1; 深度:0
2015/12/12 14:11:54: 任务号:0,0; 低位指令代码:2; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:16; 行:0; 列:5; 列前后:3; 高度:1; 深度:0
