2016/1/5 10:00:29: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 10:18:30: Break: SendData Fail!
2016/1/5 10:20:15: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:00:30: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:03:17: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:03:21: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:03:27: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:03:34: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:03:38: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:03:55: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:05:13: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:05:23: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:06:20: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:06:27: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:06:30: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:06:37: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:06:45: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:06:49: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:08:17: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:08:37: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:08:47: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:08:54: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:09:01: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:09:05: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:09:12: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:09:19: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:09:22: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:09:29: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:09:36: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:09:39: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:09:46: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:09:53: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:09:56: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:10:04: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:10:11: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:10:14: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:10:21: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:10:28: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:10:31: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:10:38: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:10:44: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:10:48: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:10:55: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:11:02: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:11:06: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:11:24: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:12:21: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
