2016/1/10 10:13:11: 任务号:0,0; 低位指令代码:3; 高位指令代码:128; 函数模式:132; 堆垛机模式:128; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:1; 高度:1; 深度:0
2016/1/10 14:29:50: 任务号:0,0; 低位指令代码:3; 高位指令代码:128; 函数模式:132; 堆垛机模式:128; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:2; 高度:1; 深度:0
2016/1/10 14:32:11: 任务号:0,0; 低位指令代码:3; 高位指令代码:128; 函数模式:132; 堆垛机模式:128; 动作点:1; 巷道:10; 行:0; 列:2; 列前后:2; 高度:1; 深度:0
2016/1/10 14:55:15: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 14:55:22: 任务号:0,2; 低位指令代码:2; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/10 14:55:25: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/10 14:55:31: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 14:55:38: 任务号:0,2; 低位指令代码:2; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/10 14:55:41: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/10 14:55:47: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 14:55:53: 任务号:0,2; 低位指令代码:2; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/10 14:55:57: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/10 15:35:22: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 15:39:15: 任务号:0,2; 低位指令代码:2; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/10 15:39:18: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/10 15:39:25: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 15:39:31: 任务号:0,2; 低位指令代码:2; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/10 15:39:35: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/10 15:39:41: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 15:39:47: 任务号:0,2; 低位指令代码:2; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/10 15:39:50: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/10 15:39:57: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 15:40:03: 任务号:0,2; 低位指令代码:2; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/10 15:40:06: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/10 15:40:12: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 15:40:28: 任务号:0,2; 低位指令代码:2; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/10 15:41:01: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/10 15:41:07: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 15:41:13: 任务号:0,2; 低位指令代码:2; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/10 15:41:17: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/10 15:41:23: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 15:46:28: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 15:48:18: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 15:51:41: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 15:52:35: 任务号:0,2; 低位指令代码:2; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/10 15:52:38: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/10 15:52:46: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 15:52:52: 任务号:0,2; 低位指令代码:2; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/10 15:52:55: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/10 15:53:09: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 15:53:15: 任务号:0,2; 低位指令代码:2; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/10 15:53:18: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/10 15:53:24: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 15:53:31: 任务号:0,2; 低位指令代码:2; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/10 15:53:34: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/10 16:04:53: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/10 16:08:25: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
