2015/12/28 9:05:35: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2015/12/28 9:08:14: 任务号:0,0; 低位指令代码:3; 高位指令代码:128; 函数模式:132; 堆垛机模式:128; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:15:41: 任务号:96,236; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:15:44: 任务号:96,236; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:10; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:15:48: 任务号:96,236; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:10; 巷道:9; 行:1; 列:1; 列前后:1; 高度:1; 深度:2
2015/12/28 9:15:55: 任务号:96,236; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:10; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:15:58: 任务号:96,236; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:10; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:16:01: 任务号:96,236; 低位指令代码:128; 高位指令代码:128; 函数模式:128; 堆垛机模式:128; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:16:05: 任务号:96,236; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:18:22: 任务号:96,236; 低位指令代码:128; 高位指令代码:1; 函数模式:1; 堆垛机模式:1; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:18:25: 任务号:96,236; 低位指令代码:128; 高位指令代码:128; 函数模式:128; 堆垛机模式:128; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:18:28: 任务号:96,236; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:18:58: 任务号:96,236; 低位指令代码:128; 高位指令代码:128; 函数模式:128; 堆垛机模式:128; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:19:08: 任务号:96,236; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:19:18: 任务号:96,236; 低位指令代码:128; 高位指令代码:128; 函数模式:128; 堆垛机模式:128; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:19:25: 任务号:96,236; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:20:11: 任务号:96,236; 低位指令代码:128; 高位指令代码:1; 函数模式:1; 堆垛机模式:1; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:20:18: 任务号:96,236; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:0; 列:2; 列前后:1; 高度:1; 深度:0
2015/12/28 9:20:21: 任务号:96,236; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:0; 列:2; 列前后:3; 高度:2; 深度:0
2015/12/28 9:20:25: 任务号:96,236; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:1; 列:2; 列前后:3; 高度:2; 深度:1
2015/12/28 9:20:28: 任务号:96,236; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:1; 列:2; 列前后:3; 高度:2; 深度:2
2015/12/28 9:20:35: 任务号:96,236; 低位指令代码:137; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:0; 列:2; 列前后:3; 高度:2; 深度:0
2015/12/28 9:20:45: 任务号:99,150; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:0; 列:2; 列前后:3; 高度:2; 深度:0
2015/12/28 9:20:49: 任务号:99,150; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:20:52: 任务号:99,150; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:10; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:20:55: 任务号:99,150; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:10; 巷道:9; 行:1; 列:1; 列前后:1; 高度:1; 深度:2
2015/12/28 9:20:59: 任务号:99,150; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:10; 巷道:9; 行:1; 列:1; 列前后:1; 高度:1; 深度:1
2015/12/28 9:21:02: 任务号:99,150; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:10; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:21:05: 任务号:99,150; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:21:09: 任务号:99,150; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:0; 列:2; 列前后:1; 高度:2; 深度:0
2015/12/28 9:21:12: 任务号:99,150; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:1; 列:2; 列前后:1; 高度:2; 深度:1
2015/12/28 9:21:15: 任务号:99,150; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:1; 列:2; 列前后:1; 高度:2; 深度:2
2015/12/28 9:21:22: 任务号:99,150; 低位指令代码:137; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:0; 列:2; 列前后:1; 高度:2; 深度:0
2015/12/28 9:22:15: 任务号:99,236; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:22:18: 任务号:99,236; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:10; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:22:22: 任务号:99,236; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:10; 巷道:9; 行:1; 列:1; 列前后:1; 高度:1; 深度:2
2015/12/28 9:22:28: 任务号:99,236; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:10; 巷道:9; 行:1; 列:1; 列前后:1; 高度:1; 深度:1
2015/12/28 9:22:32: 任务号:99,236; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:10; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:22:35: 任务号:99,236; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2015/12/28 9:22:38: 任务号:99,236; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:0; 列:2; 列前后:1; 高度:2; 深度:0
2015/12/28 9:22:42: 任务号:99,236; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:9; 行:2; 列:2; 列前后:1; 高度:2; 深度:1
