2016/1/5 10:00:19: Break:  连接失败！
2016/1/5 10:01:37: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:14; 行:0; 列:4; 列前后:3; 高度:2; 深度:0
2016/1/5 10:02:07: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:14; 行:0; 列:4; 列前后:3; 高度:3; 深度:0
2016/1/5 10:03:01: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:14; 行:0; 列:4; 列前后:3; 高度:4; 深度:0
2016/1/5 10:04:41: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:14; 行:0; 列:4; 列前后:3; 高度:3; 深度:0
2016/1/5 10:04:45: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:14; 行:0; 列:4; 列前后:3; 高度:2; 深度:0
2016/1/5 10:04:52: 任务号:0,0; 低位指令代码:1; 高位指令代码:2; 函数模式:4; 堆垛机模式:2; 动作点:1; 巷道:14; 行:0; 列:4; 列前后:3; 高度:1; 深度:0
2016/1/5 11:03:11: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:03:18: 任务号:0,4; 低位指令代码:3; 高位指令代码:15; 函数模式:4; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:03:22: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:03:29: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:03:36: 任务号:0,4; 低位指令代码:3; 高位指令代码:15; 函数模式:4; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
2016/1/5 11:03:39: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/5 11:04:20: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/5 11:04:52: 任务号:0,4; 低位指令代码:3; 高位指令代码:15; 函数模式:4; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:128; 高度:0; 深度:83
