2016/1/6 10:04:12: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/6 11:23:58: Break: SendData Fail!
2016/1/6 11:24:18: Break:  连接失败！
2016/1/6 14:13:43: 任务号:0,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/6 14:20:39: 任务号:0,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/6 14:28:41: 任务号:0,1; 低位指令代码:1; 高位指令代码:15; 函数模式:1; 堆垛机模式:15; 动作点:0; 巷道:0; 行:0; 列:1; 列前后:1; 高度:1; 深度:83
2016/1/6 14:28:45: 任务号:3,6; 低位指令代码:15; 高位指令代码:0; 函数模式:3; 堆垛机模式:0; 动作点:7; 巷道:0; 行:0; 列:0; 列前后:0; 高度:0; 深度:18
2016/1/6 14:28:51: 任务号:0,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/6 14:31:25: 任务号:0,1; 低位指令代码:128; 高位指令代码:0; 函数模式:0; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/6 15:46:28: 任务号:0,1; 低位指令代码:1; 高位指令代码:0; 函数模式:1; 堆垛机模式:0; 动作点:16; 巷道:1; 行:3; 列:6; 列前后:15; 高度:3; 深度:0
2016/1/6 16:05:58: 任务号:50,75; 低位指令代码:124; 高位指令代码:129; 函数模式:145; 堆垛机模式:129; 动作点:9; 巷道:8; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 16:06:30: 任务号:50,75; 低位指令代码:124; 高位指令代码:128; 函数模式:144; 堆垛机模式:128; 动作点:9; 巷道:8; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 16:06:36: 任务号:50,75; 低位指令代码:124; 高位指令代码:129; 函数模式:145; 堆垛机模式:129; 动作点:9; 巷道:8; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 16:06:52: 任务号:50,75; 低位指令代码:124; 高位指令代码:128; 函数模式:144; 堆垛机模式:128; 动作点:9; 巷道:8; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 16:07:39: 任务号:50,75; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:9; 巷道:8; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 16:07:42: 任务号:50,75; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:9; 巷道:8; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/6 16:07:45: 任务号:50,75; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:9; 巷道:8; 行:2; 列:1; 列前后:1; 高度:1; 深度:2
2016/1/6 16:07:48: 任务号:50,75; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:9; 巷道:8; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/6 16:07:51: 任务号:50,75; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:9; 巷道:8; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 16:07:55: 任务号:50,75; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:8; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 16:07:58: 任务号:50,75; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:8; 行:0; 列:2; 列前后:2; 高度:2; 深度:0
2016/1/6 16:08:01: 任务号:50,75; 低位指令代码:129; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:8; 行:0; 列:3; 列前后:1; 高度:2; 深度:0
2016/1/6 16:08:04: 任务号:50,75; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:8; 行:1; 列:3; 列前后:1; 高度:2; 深度:1
2016/1/6 16:08:07: 任务号:50,75; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:8; 行:1; 列:3; 列前后:1; 高度:2; 深度:2
2016/1/6 16:08:14: 任务号:50,75; 低位指令代码:130; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:8; 行:0; 列:3; 列前后:1; 高度:2; 深度:0
2016/1/6 16:08:17: 任务号:50,75; 低位指令代码:137; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:8; 行:0; 列:3; 列前后:1; 高度:2; 深度:0
2016/1/6 16:08:45: 任务号:50,218; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:8; 行:0; 列:3; 列前后:1; 高度:2; 深度:0
2016/1/6 16:08:48: 任务号:50,218; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:1; 巷道:8; 行:0; 列:2; 列前后:2; 高度:1; 深度:0
2016/1/6 16:08:51: 任务号:50,218; 低位指令代码:113; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:9; 巷道:8; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
2016/1/6 16:08:55: 任务号:50,218; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:9; 巷道:8; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/6 16:08:58: 任务号:50,218; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:9; 巷道:8; 行:2; 列:1; 列前后:1; 高度:1; 深度:2
2016/1/6 16:09:01: 任务号:50,218; 低位指令代码:114; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:9; 巷道:8; 行:2; 列:1; 列前后:1; 高度:1; 深度:1
2016/1/6 16:09:04: 任务号:50,218; 低位指令代码:121; 高位指令代码:1; 函数模式:17; 堆垛机模式:1; 动作点:9; 巷道:8; 行:0; 列:1; 列前后:1; 高度:1; 深度:0
